row,chars,conf
619,"Darkseid, King Shark, Peacemaker, Rustam, Regulus, Johnny Sorrow, Despero, Killer Frost, Icicle",🟢
620,"Aquaman, Hawkgirl, Black Mask, Grundy, Jade Stone",🟢
621,"Nightwing, Booster Gold, Max Lord, Fire, Captain Atom",🟢
622,"The Flash, Red Tornado",🟢
623,"Booster Gold, Fire, Vixen, Green Beetle, Manhunter",🟢
624,"Batman, Robin",🟢
625,"Batman, Superman",🟢
626,"Batman, Red Hood",🟢
627,"Batman, Killer Croc",🟢
628,"Batman, Joker, Two-Face",🟢
629,"Batman, Two-Face",🟢
630,"Batman, Robin",🟢
631,The Question,🟢
632,"The Question, Eradicator",🟢
633,Shadow Cabinet,🟢
634,"Superman, Batman, Wonder Woman, The Flash, Aquaman, Cyborgborg",🟢
635,"Batman, Bane",🟢
636,"Batman, Two-Face, Poison Ivy",🟢
637,Batman,🟢
638,"Batman, The Flash",🟢
639,Batman,🟢
640,Batman,🟢
641,Batman,🟢
642,"Batman, Joker",🟢
643,"Batman, Joker, Catwoman",🟢
644,"Batman, Superman, Zod, Ras al Ghul",🟢
645,"Batman, Superman, Kandor",🟢
646,"Batman, Superman",🟢
647,"Batman, Superman",🟢
648,"Batman, Superman",🟢
649,"Batman, Superman",🟢
650,"Batman, Superman, Catwoman",🟢
651,"Batman, Superman",🟢
652,"Superman, Supergirl, Wonder Woman, The Flash, Aquaman, Green Lantern, Hawkgirl, Black Adam, Zatanna",🟢
653,Superman,🟢
654,Robin,🟢
655,"Batman, Superman, Solomon Grundy",🟢
656,"Superman, Batman, Powergirl",🟢
657,"Batman, Superman",🟢
658,"Batman, Superman, The Riddler",🟢
659,"Batman, Superman, Etrigan the Demon",🟢
660,"Batman, Superman",🟢
661,"Batman, Superman, Lex Luthor, Lois Lane, Brainiac",🟢
662,"Batman, Superman, Lex Luthor",🟢
663,"Batman, Superman, Lex Luthor, Lois Lane, Perry White, Jimmy Olsen",🟢
664,"Batman, Superman, Lex Luthor, Lois Lane, Perry White",🟢
665,"Batman, Superman, Batgirl",🟢
666,Unknown,🔴
667,The Flash,🟢
668,Unknown,🔴
669,"The Flash, Captain Planet",🟢
670,"The Flash, Speed Force",🟢
671,"Batman, Superman, Doomsday",🟢
672,"Batman, Superman",🟢
673,"Superman, Batman, Wonder Woman",🟢
674,"Batman, Superman, Darkseid",🟢
675,"Batman, Superman",🟢
676,"Batman, Superman, Batgirl, Jimmy Olsen, Krypto, Streaky",🟢
677,"Huntress, Poison Ivy",🟢
678,"Harley Quinn, Huntress, Black Canary, Renee Montoya",🟢
679,"Harley Quinn, Poison Ivy, Huntress, Black Canary",🟢
680,"Huntress, Black Canary, Batgirl",🟢
681,"Harley Quinn, Huntress, Black Canary, Renee Montoya",🟢
682,Birds of Prey,🟢
683,Huntress,🟢
684,"Harley Quinn, Poison Ivy, Black Canary, Huntress",🟢
685,"Huntress, Black Canary, Harley Quinn, Poison Ivy",🟢
686,"Huntress, Black Canary, Renee Montoya, Question",🟢
687,"Huntress, Deadshot",🟢
688,"Black Mask, Huntress, Renee Montoya, Question",🟢
689,"Black Canary, Huntress, Oracle, Renee Montoya",🟢
690,"Black Canary, Huntress",🟢
691,"Harley Quinn, Black Canary",🟢
692,"Black Adam, Batman",🟢
693,Black Adam,🟢
694,Black Adam,🟢
695,Jenny Sparks,🟢
696,"Jenny Sparks, Superman",🟢
697,"Jenny Sparks, Swift, Apollo, Midnighter, The Engineer, Jack Hawksmoor",🟢
698,Unknown,🔴
699,Unknown,🔴
700,"Superman, Hawkgirl, Green Lantern, The Flash, Martian Manhunter, Wonder Woman, Batman, Black Canary",🟢
701,"Batman, Wonder Woman",🟢
702,Power Girl,🟢
703,"Nightwing, Haley",🟢
704,Nightwing,🟢
705,Nightwing,🟢
706,Nightwing,🟢
707,Nightwing,🟢
708,Nightwing,🟢
709,Nightwing,🟢
710,Shazam,🟢
711,"Shazam, Black Adam",🟢
712,"Steel, Superman",🟢
713,"Superman, Lois Lane, Steel",🟢
714,"Superman, Steel",🟢
715,"Silver Banshee, Black Adam",🟢
716,"Skitter, Peacemaker",🟢
717,Steel,🟢
718,Black Adam,🟢
719,"Black Panther, Captain America, Iron Man",🟢
720,"Black Panther, Captain America",🟢
721,Black Panther,🟢
722,Black Panther,🟢
723,"Black Panther, Captain America",🟢
724,"Black Panther, Killmonger",🟢
725,"Wonder Woman, Ares",🟢
726,Wonder Woman,🟢
727,Wonder Woman,🟢
728,"Black Panther, King of Wakanda, T'Challa, Everett K. Ross",🟢
729,"Black Panther, Hulk",🟢
730,"Black Panther, Man-Ape",🟢
731,"Black Panther, Killmonger",🟢
732,"Black Panther, M'Baku",🟢
733,"Black Panther, Man-Ape",🟢
734,"Black Panther, Khonshu",🟢
735,"Black Panther, Deadpool, Iron Man, Captain America, Hawkeye, Scarlet Witch, Vision",🟢
736,"Black Panther, Malice",🟢
737,"Black Panther, Sabretooth",🟢
738,"Black Panther, Killmonger, Priest",🟢
739,"Black Panther, Man-Ape",🟢
740,"Black Panther, Killmonger",🟢
741,Black Panther,🟢
742,Black Panther,🟢
743,Black Panther,🟢
744,"Black Panther, Gorilla Man, Black Goliath",🟢
745,"Black Panther, Doctor Strange, Iron Fist, Luke Cage, Hulk",🟢
746,"Black Panther, Killmonger",🟢
747,Black Panther,🟢
748,"Black Panther, Moon Knight",🟢
749,Black Panther,🟢
750,"Black Panther, Iron Man, Wolverine",🟢
751,"Black Panther, Wolverine",🟢
752,Black Panther,🟢
753,Black Panther,🟢
754,"Black Panther, Ulysses Klaue",🟢
755,Black Panther,🟢
756,"Black Panther, Priest, Lucas",🟢
757,"Captain America, The Winter Soldier",🟢
758,Black Panther,🟢
759,"Black Panther, Storm",🟢
760,Black Panther,🟢
761,Black Panther,🟢
762,Black Panther,🟢
763,"Black Panther, Man-Ape",🟢
764,Black Panther,🟢
765,Black Panther,🟢
766,Black Panther,🟢
767,Black Panther,🟢
768,Black Panther,🟢
769,"Black Panther, Man-Ape",🟢
770,Black Panther,🟢
771,"Black Panther, Mephisto",🟢
772,Black Panther,🟢
773,Black Panther,🟢
774,"Captain America, Bucky Barnes",🟢
775,"Captain America, Red Skull",🟢
776,Captain America,🟢
777,Winter Soldier,🟢
778,"Iron Man, Captain America, The Thing",🟢
779,"Captain America, Black Panther",🟢
780,"Captain America, Black Panther",🟢
781,"Captain America, Black Panther",🟢
782,"Captain America, Bucky Barnes",🟢
783,Captain America,🟢
784,"Captain America, Iron Man",🟢
785,"Captain America, Hawkeye",🟢
786,"Captain America, Iron Man",🟢
787,"Captain America, Namor",🟢
788,"Captain America, Hawkeye",🟢
789,"Captain America, Black Widow",🟢
790,"Captain America, Black Widow",🟢
791,"Black Widow, Captain America, Reptil",🟢
792,"Captain America, Black Widow, Ghost Rider, Winter Soldier",🟢
793,"Black Panther, Daredevil",🟢
794,"Daredevil, Elektra, The Hand",🟢
795,"Black Panther, Killmonger, Shuri, Klaw",🟢
796,"Black Panther, Daredevil",🟢
797,"Black Panther, Storm",🟢
798,"Black Panther, Storm, Nakia, Okoye, Shuri, Dora Milaje, Ramonda",🟢
799,"Black Panther, Storm",🟢
800,"Black Panther, Storm",🟢
801,"Black Panther, Storm, Scarlet Witch, Iron Man, Captain America",🟢
802,"Black Panther, Doctor Doom",🟢
803,"Black Panther, Storm",🟢
804,"Captain America, Iron Man, Black Panther",🟢
805,"Black Panther, Captain America",🟢
806,"Invisible Woman, Captain America, Black Panther, Storm, Hawkeye, Tigra",🟢
807,"Black Panther, Thor",🟢
808,"Black Panther, Human Torch, The Thing, Storm",🟢
809,"Black Panther, The Thing, Human Torch",🟢
810,"Black Panther, Storm",🟢
811,"T'Challa, Shuri, Killmonger, Okoye, Nakia",🟢
812,"Black Panther, Storm",🟢
813,Black Panther,🟢
814,"Black Panther, Erik Killmonger",🟢
815,"Black Panther, Shuri",🟢
816,Black Panther,🟢
817,"Black Panther, Storm",🟢
818,"Black Panther, Nakia, Shuri, Storm",🟢
819,"Black Panther, Shuri, Nakia, Okoye",🟢
820,"Black Panther, Storm, Namor, Proxima Midnight, Corvus Glaive, Ebony Maw, Cull Obsidian",🟢
821,"Black Panther, Storm",🟢
822,"Black Panther, T'Challa, Killmonger, Shuri, Okoye, M'Baku, Nakia, W'Kabi",🟢
823,Black Panther,🟢
824,"Black Panther, Storm, Luke Cage, Iron Fist, Misty Knight, Shuri, Okoye, Captain America",🟢
825,Black Panther,🟢
826,Black Panther,🟢
827,Black Panther,🟢
828,Black Panther,🟢
829,"Black Panther, M'Baku",🟢
830,"T'Challa, Black Panther",🟢
831,"Black Panther, M'Baku",🟢
832,"Black Panther, T'Challa",🟢
833,"Black Panther, Storm",🟢
834,Black Panther,🟢
835,"Black Panther, M'Baku",🟢
836,"Black Panther, T'Challa",🟢
837,Black Panther,🟢
838,"Black Panther, T'Challa",🟢
839,"T'Challa, Shuri",🟢
840,"Black Panther, Nakia, Shuri",🟢
841,"T'Challa, Black Panther",🟢
842,"Black Panther, Killmonger",🟢
843,"Black Panther, T'Challa",🟢
844,"Black Panther, Shuri, Storm, Okoye",🟢
845,"Black Panther, Storm, Namor, Proxima Midnight, Corvus Glaive",🟢
846,"Black Panther, T'Challa",🟢
847,"Black Panther, Wakanda",🟢
848,"Black Panther, Killmonger",🟢
849,"Black Panther, Storm, Luke Cage, Iron Fist, Misty Knight, Shuri, Okoye, Namor",🟢
850,"Black Panther, Shuri",🟢
851,"Black Panther, Captain America, Storm, Human Torch, Invisible Woman, Mr. Fantastic",🟢
852,Black Panther,🟢
853,"Black Panther, Storm, X-Men",🟢
854,"Black Panther, Shuri",🟢
855,"T'Challa, Black Panther",🟢
856,"Black Panther, Erik Killmonger",🟢
857,"Black Panther, T'Challa",🟢
858,"Black Panther, Killmonger",🟢
859,"Black Panther, Captain Marvel, Captain America",🟢
860,"Black Panther, Erik Killmonger",🟢
861,Black Panther,🟢
862,Black Panther,🟢
863,"Black Panther, Ulysses",🟢
864,"Black Panther, Ulti-Mate",🟢
865,"Black Panther, Shuri",🟢
866,"Black Panther, Daredevil",🟢
867,Black Panther,🟢
868,"Black Panther, Spider-Man",🟢
869,"Black Panther, Luke Cage",🟢
870,Black Panther,🟢
871,"Captain America (Sam Wilson), Captain America (Steve Rogers)",🟢
872,"Black Panther, Storm",🟢
873,"Black Panther, Captain America",🟢
874,"Black Panther, Captain America",🟢
875,"Black Panther, Captain America",🟢
876,"Black Panther, Captain America",🟢
877,"Black Panther, Captain America",🟢
878,"Black Panther, Captain America",🟢
879,Black Panther,🟢
880,Cable,🟢
881,"Cable, Stryfe",🟢
882,Captain America,🟢
883,"Captain America, Hulk, The Thing",🟢
884,"Captain America, The Thing, Hulk, Black Widow, Hawkeye",🟢
885,Captain America,🟢
886,Captain America,🟢
887,"Captain America, Sharon Carter, Bucky Barnes, Falcon, Black Widow",🟢
888,"Captain America, Red Skull, Bucky Barnes",🟢
889,"Captain America, Falcon",🟢
890,Captain America,🟢
891,"Captain America, The Human Torch",🟢
892,"Captain America, Winter Soldier",🟢
893,"Captain America, Bucky Barnes, Winter Soldier, Red Skull, Crossbones",🟢
894,"Sam Wilson/Captain America, The Red Skull",🟢
895,"Captain Marvel, Maria Rambeau",🟢
896,"Captain Carter, Peggy Carter",🟢
897,"Captain Carter, Peggy Carter",🟢
898,"Captain Carter, Peggy Carter",🟢
899,"Falcon, Mandarin",🟢
900,Falcon,🟢
901,Spawn,🟢
902,"Falcon, Winter Soldier",🟢
903,"Falcon, Misty Knight",🟢
904,"Falcon, Blade",🟢
905,"Falcon, Misty Knight, Captain America",🟢
906,"Falcon, Winter Soldier",🟢
907,"Falcon, Winter Soldier",🟢
908,"Captain America, Falcon, Winter Soldier",🟢
909,"Falcon, Winter Soldier",🟢
910,"Captain America, Skrull Kill Krew, Iron Man",🟢
911,"Captain America, Namor, Winter Soldier",🟢
912,"Captain America, Namor, Winter Soldier",🟢
913,"Captain America, Namor, Winter Soldier",🟢
914,"Namor, Captain America, Winter Soldier",🟢
915,"Captain America, Namor, Winter Soldier",🟢
916,"Iron Man, Captain America, Namor, Winter Soldier",🟢
917,"Iron Torch, Captain America, Namor, Winter Soldier",🟢
918,"Captain America, Namor, Winter Soldier",🟢
919,"Captain America, Namor, Winter Soldier",🟢
920,"Captain America, Namor, Winter Soldier",🟢
921,"Captain America, Namor, Winter Soldier, Human Torch",🟢
922,Captain America,🟢
923,Captain America,🟢
924,Captain America,🟢
925,Captain America,🟢
926,"Captain America, Bucky Barnes",🟢
927,"Captain America, Bucky Barnes",🟢
928,"Captain America, Winter Soldier",🟢
929,"Captain America, Winter Soldier",🟢
930,"Captain America, Winter Soldier",🟢
931,Captain America,🟢
932,Sam Wilson/Captain America,🟢
933,"Spider-Man, Black Bolt, Medusa, Gorgon, Karnak, Triton",🟢
934,"Inhumans, Black Bolt",🟢
935,"Inhuman Royal Family, Black Bolt, Medusa, Human Torch",🟢
936,"Sam Wilson: Captain America, Steve Rogers: Captain America, The Falcon, Patriot, Nomad",🟢
937,Captain America,🟢
938,Captain America,🟢
939,Captain America,🟢
940,Captain America,🟢
941,"Superman, Batman, Lex Luthor, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Black Manta, Cheetah",🟢
942,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter, Green Arrow",🟢
943,Aquaman,🟢
944,"Black Adam, Batman",🟢
945,"Superman, Robin",🟢
946,"Superman, Wonder Woman",🟢
947,"Robin, Superboy",🟢
948,"Jon Kent, Damian Wayne",🟢
949,"Superman, Robin, Superboy",🟢
950,"Superman, Robin, Red Robin, Green Arrow",🟢
951,"Superman, Jon Kent, Damian Wayne, Green Arrow, Aquaman",🟢
952,"Superman, Green Arrow, Black Canary, Lois Lane, Batgirl, Lex Luthor, Brainiac",🟢
953,"Rose Wilson, Deathstroke",🟢
954,Green Arrow,🟢
955,"Superman, Red Robin",🟢
956,Checkmate,🟢
957,"Checkmate, Leviathan",🟢
958,"Cable, Deadpool",🟢
959,"Black Widow, Wolverine",🟢
960,"Phoenix, Magneto, Professor X",🟢
961,"Jean Grey, Cable",🟢
962,"Deadpool, Cable",🟢
963,"Cable, Domino",🟢
964,Captain America,🟢
965,"Captain America, Steve Rogers",🟢
966,Captain America,🟢
967,Captain America,🟢
968,"Captain America, Human Torch",🟢
969,"Captain America, Red Skull",🟢
970,"Captain America, Nomad",🟢
971,"Captain America, S.H.I.E.L.D. agents",🟢
972,Captain America,🟢
973,"Winter Soldier, Captain America",🟢
974,"Captain America, Winter Soldier",🟢
975,"Captain America, Iron Man, Black Widow",🟢
976,"Captain America, Winter Soldier",🟢
977,"Batman, Batgirl, Red Robin, Spoiler, Signal, Orphan",🟢
978,"Batman, Joker",🟢
979,"Batman, Bruce Wayne",🟢
980,"Batman, Damian Wayne",🟢
981,Captain America,🟢
982,"Captain America, Punisher",🟢
983,"Captain America, Winter Soldier, Iron Man, Black Widow",🟢
984,Captain America,🟢
985,"Captain America, Taskmaster, Crossbones",🟢
986,"Captain America, Red Skull, Wolverine, Black Widow, Daredevil",🟢
987,"Captain America, Red Skull",🟢
988,"Captain America, Black Widow",🟢
989,"Captain America, Iron Man, Captain America (Steve Rogers)",🟢
990,"Captain America, Iron Man, Thor, Black Widow, Hawkeye, Hulk",🟢
991,Captain America,🟢
992,"Captain America, The Hulk",🟢
993,"Captain America, Black Widow",🟢
994,"Captain America, Bucky Barnes, Namor",🟢
995,"Captain America, Red Skull",🟢
996,Superman,🟢
997,Superman,🟢
998,"Superman, Lois Lane",🟢
999,"Superman, Supergirl",🟢
1000,Superman,🟢
1001,"Superman, Supergirl, Jonathan Kent",🟢
1002,"Superman, Superman (alternate version)",🟢
1003,"Superman, Midnighter",🟢
1004,"Hal Jordan, Green Lantern",🟢
1005,"Green Lantern, Kilowog",🟢
1006,"Green Lantern, Kilowog, Salakk, Tomar-Tu, Isamot Kol, Saint Walker, Atrocitus, Larfleeze, Indigo-1",🟢
1007,"Green Lantern, Kilowog, Salakk, Blish",🟢
1008,Wonder Woman,🟢
1009,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkman, Black Canary",🟢
1010,"Superman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Darkseid",🟢
1011,"Batman, Superman, Wonder Woman",🟢
1012,"John Stewart, Sojourner ""Jo"" Mullein, Ekron, Starfire, Green Lantern Corps members",🟢
1013,"Batman, Superman",🟢
1014,"The Flash, Superman, Wonder Woman, Green Lantern, Hawkgirl, Martian Manhunter",🟢
1015,"Superman, The Flash, Green Lantern, Aquaman, Batman, Wonder Woman, Cyborg, Darkseid",🟢
1016,"Superman, Green Lantern, The Flash, Hawkgirl, Aquaman",🟢
1017,"Justice League Dark, Constantine, Zatanna, Black Orchid",🟢
1018,"Wonder Woman, Superman, Green Lantern, The Flash, Aquaman",🟢
1019,"Robin, Starfire, Raven, Beast Boy, Cyborg, The Flash",🟢
1020,Superman,🟢
1021,"Robin, Starfire, Raven, Beast Boy, Cyborg, The Flash",🟢
1022,Steve Rogers (Captain America),🟢
1023,"Captain America, Black Widow, Hawkeye",🟢
1024,Captain America,🟢
1025,"Captain America, Nomad",🟢
1026,"Captain America, Nomad",🟢
1027,"Captain America, Mad Madame",🟢
1028,"Captain America, Nomad",🟢
1029,"Captain America, Namor",🟢
1030,"Captain America, Nomad",🟢
1031,"Captain America, Namor",🟢
1032,"Captain America, Nomad",🟢
1033,"Captain America, Nomad",🟢
1034,"Batman, Joker, Harley Quinn, Two-Face, Penguin, Scarecrow, Riddler, Poison Ivy",🟢
1035,"Batman, Superman, Wonder Woman, Green Lantern, The Flash, Aquaman, Hawkman, Black Canary, Green Arrow",🟢
1036,"Batman, Harley Quinn, Bane, Superman",🟢
1037,"Captain America, Nomad",🟢
1038,"Captain America, Winter Soldier",🟢
1039,"Captain America, Nomad",🟢
1040,"Captain America, Nomad",🟢
1041,"Captain America, Winter Soldier",🟢
1042,Captain America,🟢
1043,"Captain America, Iron Man",🟢
1044,Captain America,🟢
1045,Captain America,🟢
1046,Captain America,🟢
1047,Captain America,🟢
1048,Captain America,🟢
1049,Captain America,🟢
1050,"Captain America, Red Skull",🟢
1051,Captain America,🟢
1052,Captain America,🟢
1053,Captain America,🟢
1054,"Superman, Legion of Super-Heroes",🟢
1055,"Superman, Wonder Woman, Batman, Aquaman",🟢
1056,"Superman, Green Lantern, Batman, Wonder Woman, The Flash",🟢
1057,Wonder Woman,🟢
1058,Batman,🟢
1059,Captain America,🟢
1060,Captain America,🟢
1061,Captain America,🟢
1062,Captain America,🟢
1063,Captain America,🟢
1064,Captain America,🟢
1065,Captain America,🟢
1066,Captain America,🟢
1067,Captain America,🟢
1068,"Captain America, Black Widow",🟢
1069,"Captain America, Iron Man, Black Widow, Captain America (alternate costume)",🟢
1070,"Captain America, Red Skull, Baron Zemo",🟢
1071,"Captain America, Psylocke",🟢
1072,"Captain America, AIM Agents",🟢
1073,Captain America,🟢
1074,"Captain America, Captain America",🟢
1075,"Captain America, Hydra Agent",🟢
1076,"Captain America, Batroc",🟢
1077,"Captain America, Thor",🟢
1078,"Red Skull, Captain America",🟢
1079,Captain America,🟢
1080,Captain America,🟢
1081,Captain America,🟢
1082,Lois Lane,🟢
1083,"Sharon Carter, Hydra agents",🟢
1084,"Captain America, Black Widow, Winter Soldier",🟢
1085,Captain America,🟢
1086,"Captain America, Iron Man",🟢
1087,Captain America,🟢
1088,"Captain America, Sharon Carter",🟢
1089,"Captain America, Falcon, Skrull Kill Krew",🟢
1090,Captain America,🟢
1091,Captain America,🟢
1092,Green Lantern,🟢
1093,"Far Sector, Jem",🟢
1094,"Captain America, Winter Soldier",🟢
1095,Captain America,🟢
1096,Captain America,🟢
1097,"Captain America, Skull, Black Widow",🟢
1098,Unknown,🔴
1099,"Wonder Girl, Zauriel",🟢
1100,"Batman, Superman, Zod, Faora",🟢
1101,"Batman, Superman, Kandor",🟢
1102,Aquaman,🟢
1103,"Starfire, Raven, Beast Boy, Cyborg, Robin",🟢
1104,"Raven, Robin, Aqualad, Kid Flash, Speedy",🟢
1105,"Raven, Robin, Starfire, Beast Boy",🟢
1106,"Starfire, Red Arrow, Black Manta",🟢
1107,"Nightwing, Starfire, Raven, Cyborg, Beast Boy",🟢
1108,"Cyborg, Starfire, Raven, Beast Boy, Robin",🟢
1109,"Starfire, Raven, Green Arrow",🟢
1110,"Constantine, Spectre",🟢
1111,"Superman, Wonder Woman, Batman, Cyborg, The Flash, Aquaman",🟢
1112,"Adam Strange, Hawkman",🟢
1113,"Deathstroke, Captain Planet",🟢
1114,"Hawkman, Harley Quinn, Deadshot",🟢
1115,"Harley Quinn, Darkseid",🟢
1116,"Hawkman, Hawkwoman, Black Manta, Grundy",🟢
1117,Hawkman,🟢
1118,"Superman, Aquaman, Wonder Woman, Green Lantern, The Flash, Batman, Cyborg",🟢
1119,"Batman, Green Lantern, The Flash",🟢
